;;                                ПРАЙС-ЛИСТ         Forza 10                                                                                                                                                                                             ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Наименование;Артикул;Описание;вес/ кг;опт цена;Штрихкод;Бренд;Цена со скидкой;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Mini Maintenance  Pesce (рыба) 26/13;106102;Корм для взрослых собак мелких пород из океанической рыбы (тунец, треска, лосось). Уменьшает вероятность возникновения пищевой непереносимости и аллергии. Для поддержания прекрасного состояния здоровья собаки.;2;765;8020245708334;Forza10;650,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;0;;Forza10;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;101004;;4;1396;8020245014077;Forza10;1186,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Mini Maint. Pollo/pat. (курица, картофель) 26/14;118002;Корм для взрослых собак мелких пород из курицы и картофеля. Полнорационный, монобелковый. ;2;765;8020245101203;Forza10;650,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Mini Maintenance Cervo/Patate (оленина/карт.) 26/13;117002;Корм для взрослых собак мелких пород из оленины с картофелем. Полнорационный, монобелковый. Уменьшает вероятность появления аллергии, или пищевой непереносимости. Содержит все необходимые витамины и минералы.;2;840;8020245101180;Forza10;713,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Medium Maint. Pollo/pat. (курица, картофель) 24/12;118015;"Корм для взрослых собак средних пород из курицы и картофеля. Полнорационный, монобелковый. Основнои? источник животного белка: курица из органического разведения.
Особыи? источник углеводов: картофель.
Небольшое количество ингредиентов для снижения риска возникновения пищевои? непереносимости и аллергии.";15;4387;8020245101210;Forza10;3728,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Maintenance Agn/Riso Small/Medium (ягнёнок и рис) 24/12;116002;Корм для взрослых собак мелких и средних пород из ягненка с рисом. Полнорационный, монобелковый. Поддержание прекрасного состояния здоровья собаки. ;2;765;8020245011588;Forza10;650,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Maintenance Light  (тунца и риса) 24/8;105015;"Полнорационный сухой корм для взрослых собак всех пород, склонных к полноте. рекомендован для:
• гарантированного поддержания прекрасного состояния здоровья собаки;
• достижения нормального веса собаки и поддержания в идеальной физической форме.";15;4451;8020245013049;Forza10;3783,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Maintenance  Agn/Riso Medium/Large  (ягнёнок и рис) 24/12;116112;Корм для взрослых собак средних и крупных пород из мяса ягненка и  рисом. Повседневная формула позволит вашей собаке оставаться с отличной физической форме, специальный комплекс защитит иммунную систему. Особый баланс Омега 3:6 поддержит здоровье кожи и шерсти. Био МОС и ФОС бережно поддерживают иммунитет и здоровье желудочно-кишечного тракта. Подходит для собак с чувствительным пищеварением, чувствительностью к мясу промышленного производства и склонностью к раздражениям кожи, аллергиям.;12,5;3531;;Forza10;3001,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Maintenance  Agn/Riso Medium/Large  (ягнёнок и рис) 24/12;116015;Корм для взрослых собак средних и крупных пород из мяса ягненка и  рисом. Повседневная формула позволит вашей собаке оставаться с отличной физической форме, специальный комплекс защитит иммунную систему. Особый баланс Омега 3:6 поддержит здоровье кожи и шерсти. Био МОС и ФОС бережно поддерживают иммунитет и здоровье желудочно-кишечного тракта. Подходит для собак с чувствительным пищеварением, чувствительностью к мясу промышленного производства и склонностью к раздражениям кожи, аллергиям.;15;4243;8020245011458;Forza10;3606,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Medium  Maintenance Pesce (рыба) 24/11;106002;Корм для взрослых собак средних пород из трески, голубого тунца и лосося. Полнорационный, гипоаллергенный, монобелковый. Здоровье кожного покрова и шерсти. Повседневная формула позволит вашей собаке оставаться с отличной физической форме, специальный комплекс защитит иммунную систему. Особый баланс Омега 3:6 поддержит здоровье кожи и шерсти. Подходит для собак с чувствительным пищеварением, чувствительностью к мясу промышленного производства и склонностью к раздражениям кожи.;2;776;8020245013100;Forza10;659,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;106015;;15;4403;8020245013056;Forza10;3742,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Forza 10 Maint.pesce e riso all breeds (рыба-рис) 25/13;134002;"Корм для взрослых собак всех пород, полнорационныи? и сбалансированныи?. Источник животного белка: морская рыба.
Источник углеводов: рис.
Небольшое количество ингредиентов для снижения риска возникновения пищевои? непереносимости и аллергии. Особый баланс Омега 3:6 поддержит здоровье кожи и шерсти. Подходит для собак с чувствительным пищеварением, чувствительностью к мясу промышленного производства и склонностью к раздражениям кожи.";2;679;8020245708303;Forza10;577,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;135002;;15;4794;8020245708310;Forza10;4074,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Medium  Maintenance Cervo/Patate (оленина/карт.) 26/13;111002;"Повседневный корм для взрослых собак средних пород из благородного мяса дикого оленя с молодым картофелем. Для собак с высоким уровнем чувствительности к мясу промышленного производства. Рекомендуется для профилактики и лечения пищевой аллергии и непереносимости. Подходит  собакам с чувствительным пищеварением, чувствительной кожей (склонной к раздражениям, расчесам, перхоти) и собакам с избирательным аппетитом. Содержит МОС+ФОС  для поддержания здоровья кишечника и общего иммунитета. Фитокомпоненты экстракта Лопуха, Алоэ вера, Черной смородины, Мальвы лесной, Розмарина лекарственного.
 ";2;840;8020245013117;Forza10;713,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;111015;;15;4869;8020245013124;Forza10;4138,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Maxi Maintenance  Pesce (рыба) 26/13;107015;Повседневный корм для взрослых собак крупных пород из трески, голубого тунца и лосося. Повседневная формула позволит вашей собаке оставаться с отличной физической форме, специальный комплекс защитит иммунную систему. Особый баланс Омега 3:6 поддержит здоровье кожи и шерсти. Био МОС и ФОС бережно поддерживают иммунитет и здоровье желудочно-кишечного тракта. Подходит для собак с чувствительным пищеварением, чувствительностью к мясу промышленного производства и склонностью к раздражениям кожи, аллергиям. ;15;4548;8020245013087;Forza10;3865,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Maxi Maintenance  Cervo/Patate (оленина/карт.) 25/12;117015;Корм для взрослых собак крупных пород из благородного мяса дикого оленя с молодым картофелем. Для собак с высокой чувствительностью к мясу промышленного производства. Рекомендуется для профилактики и лечения пищевой аллергии и непереносимости. Подходит собакам с чувствительным пищеварением, чувствительной кожей (склонной к раздражениям, расчесам, перхоти) и собакам с избирательным аппетитом. Содержит МОС+ФОС  для поддержания здоровья кишечника и общего иммунитета. Фитокомпоненты экстракта Лопуха, Алоэ вера, Черной смородины, Мальвы лесной, Розмарина лекарственного. ;15;5029;8020245101197;Forza10;4274,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;"  Breeders профессиональная линейка для собак - КЛУБ ""BREEDERS""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Best Breeders Starter Puppy 30/20 (курица/рыба) ;109010;Корм для щенков с 4-х недель до 2-х мес. с молозивом, растворяется, превращаясь в кашу. Полнорационное питание с молозивом. Для сук во время беременности и лактации. Способствуют здоровью кожи и шерсти. Для более удобного применения, корм необходимо растворить, в равных частях, в теплой воде (максимум 40°C) до достижения желаемой консистенции.;12;5874;8020245011298       ;Forza10;4993,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Best Breeders Puppy Junior Small/ Medium Pesce  (29/15) (рыба);109023;Корм с рыбой для щенков мелких и средних пород от 2-х до 12 месяцев и сук в период беременности и лактации. Полнорационный, гипоаллергенный. Обладает высокой биологической ценностью и усвояемостью. Баланс Омега 3:6 и кальций+ фосфор на фоне биологически чистого белка обеспечит вашему щенку гармоничное формирование скелета, суставов, связок. Для кормления щенков со сверхчувствительностью на любой вид промышленного мяса. Система поддержки пищеварения МОС + Био ФОС и иммунитета поможет вырастить здоровую собаку! ;20;6607;8020245101005;Forza10;5616,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Best Breeders Puppy Junior Large Pesce (32/14) (рыба);109028;Корм с рыбой для щенков крупных и гиганстких пород от 2-х до 12 месяцев и сук в период беременности и лактации. Полнорационный, гипоаллергенный. Обладает высокой биологической ценностью и усвояемостью. Баланс Омега 3:6 и кальций+фосфор, на фоне биологически чистого белка обеспечит вашему щенку гармоничное формирование скелета, суставов, связок.  Для кормления щенков со сверхчувствительностью на любой вид промышленного мяса. Система Био МОС+ ФОС для поддержки пищеварения и иммунитета поможет вырастить здоровую собаку! ;20;6447;8020245101067;Forza10;5479,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Forza 10 Puppy Breed pes/rico (26/14) (рыба/рис);109056;«Puppy Junior» из риса и рыбы представляет собой идеальное питание для щенков всех пород с 2-х до 12 месяцев в период роста и развития. Корм производится из морской рыбы и отборного риса с хорошей усваяемостью. В то же время корм способствует профилактики и лечению дисбактериоза, формируя нормальную бактериальную флору кишечника. Добавление в формулу рыбы и рыбьего жира, которые являются богатыми источниками ненасыщенных жирных кислот Омега-3, способствует правильной работе когнитивных функций организма, отличному состоянию кожи и шерсти. Натуральное консервирование продукта обеспечивается благодаря добавлению природных экстрактов токоферолов и розмарина. ;20;5618;8020245706361;Forza10;4774,88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Puppy Junior Breeder pol/pesce (32/18) (курица/рыба);109032;Корм для щенков из курицы (непромышленного производства) и морской рыбы.  Для всех пород с 2 до 12 месяцев и сук в период беременности и лактации (до отъема щенков). Полнорационный. Обеспечит гармоничный рост щенков и правильное формирование скелета, суставов и связок. МОС и Био ФОС поддерживают иммунитет щенка на высоком уровне, а также бережно поддерживают деликатное пищеварение, профилактируют различные нарушения в работе желудочно-кишечного тракта. Особый баланс Омега 3:6 обеспечит здоровье кожи и отличную фактуру шерсти. Продукт создан с учетом особенностей содержания в питомнике и позволит вырастить здоровую гармоничную собаку в питомнике.;20;5885;8020245101081;Forza10;5002,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Best Breeders Adult Mini (26/14) (рыба);109025;Корм для взрослых собак мелких пород из трески, голубого тунца и лосося. Монобелковый, полнорационный, гипоаллергенный. Повседневный корм, позволит вашей собаке оставаться в отличной форме, включая собак, которые не выходят на улицу. Особая формула Омега 3:6 обеспечит эластичность кожи, блеск и фактуру красивой шерсти! МОС и ФОС поддерживают иммунитет и здоровье пищеварительного тракта. Для нормализации состояния кожи и шерсти собак с различными нарушениями пищеварения, склонностью к раздражению кожи, аллергиям. Идеальный корм для профессиональных питомников, так как формула позволит поддерживать всех собак питомника в шоу и племенных кондициях круглый год.;20;5639;8020245101012;Forza10;4793,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Forza 10 Basic Best Breeders Mini Adult Agn/ris (ягненок-рис) 24/12;E01101090202;Корм для взрослых собак мелких пород из ягненка с рисом. Полнорационный, монобелковый. Поддержание прекрасного состояния здоровья собаки. ;20;5992;8020245711242;Forza10;5093,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Best Breeders pol/pesce Small/Medium (26/14) (курица-рыба);109040;"Полнорационный корм для взрослых собак мелких и средних пород на курице и рыбе. Рекомендуется:- для нормализации состояния кожи и шерсти; для собак с нарушением пищеварения; в летний период, когда количество аллергенов в окружающей среде повышено. Особая формула Омега 3:6 обеспечит эластичность кожи, блеск и фактуру красивой шерсти! МОС и ФОС поддерживают иммунитет и здоровье пищеварительного тракта.";20;5222;8020245101241;Forza10;4438,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Forza 10 Breeders Adult all pes/ris (25/13) (рыба/рис);109121; Корм для взрослых собак всех пород. Производится из морской рыбы и отборного риса с хорошей усваяемостью. В то же время корм способствует профилактики и лечению дисбактериоза, формируя нормальную бактериальную флору кишечника. Добавление в формулу рыбы и рыбьего жира, которые являются богатыми источниками ненасыщенных жирных кислот Омега-3, способствует правильной работе когнитивных функций организма, отличному состоянию кожи и шерсти. Натуральное консервирование продукта обеспечивается благодаря добавлению природных экстрактов токоферолов и розмарина. ;20;6409;8020245708426;Forza10;5447,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Best Breeders Adult  Medium  (25/12) (рыба);109024;Корм для взрослых собак средних пород из трески, голубого тунца и лосося. Монобелковый, полнорационный, гипоаллергенный. Повседневный корм. Особая формула Омега 3:6 обеспечит эластичность кожи, блеск и фактуру красивой шерсти!  МОС и ФОС поддерживают иммунитет и здоровье пищеварительного тракта. Для нормализации состояния кожи и шерсти собак с различными нарушениями пищеварения, склонностью к раздражению кожи, аллергиям. Идеальный корм для профессиональных питомников, так как формула позволит поддерживать всех собак питомника в шоу и племенных кондициях круглый год. ;20;5623;8020245101029;Forza10;4779,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Best Breeders Adult Maxi (28/18) (рыба);109021;Корм для взрослых собак крупных пород из трески, голубого тунца и лосося. Монобелковый, полнорационный, гипоаллергенный. Повседневный корм. Особая формула Омега 3:6 обеспечит эластичность кожи, блеск и фактуру красивой шерсти!  МОС и ФОС поддерживают иммунитет и здоровье пищеварительного тракта. Для нормализации состояния кожи и шерсти собак с различными нарушениями пищеварения, склонностью к раздражению кожи, аллергиям. Идеальный корм для профессиональных питомников, так как формула позволит поддерживать всех собак питомника в шоу и племенных кондициях круглый год. ;20;6484;8020245101036;Forza10;5511,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Best Breeder Adult pollo/pesce Large (27/17) (курица/рыба);109041;"Корм для взрослых собак крупных пород от 35 до 70кг. С курицей и рыбой, с добавлением папайи и эхинацеи. Для поддержания собаки в отличной физической форме, для привередливых собак, для собак с нарушением пищеварения.
";20;5222;8020245101258;Forza10;4438,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
