Группы товара;Артикул;Наименование товара;;;Ед. измер.;Цена для корпоративных клиентов;Штук в упаковке;Вес;Штрих-код;;
;57667;Мнямс консервы для собак Болито мисто по-веронски (дичь с картофелем) 200 г;;;шт.;92,91;6;0,25;4610011700590 ;;
;57671;Мнямс консервы для собак Касуэла по-мадридски (кролик с овощами) 200 г;;;шт.;92,91;6;0,25;4610011700569 ;;
;57651;Мнямс консервы для собак Клефтико по-афински (ягненок с томатами) 200 г;;;шт.;92,91;6;0,25;4610011700583 ;;
;57621;Мнямс консервы для собак Мусака по-ираклионски (ягненок с овощами) 600 г;;;шт.;173,09;6;0,65;4610011700613 ;;
;57620;Мнямс консервы для собак Олья Подрида по-барселонски (мясное ассорти с морковью) 600 г;;;шт.;173,09;6;0,65;4610011700637 ;;
;57659;Мнямс консервы для собак Рагу по-ланкаширски (куриное филе с травами) 200 г;;;шт.;92,91;6;0,25;4610011700576 ;;
;57623;Мнямс консервы для собак Сальтимбокка по-римски (телятина с ветчиной) 600 г;;;шт.;173,09;6;0,65;4610011700620 ;;
;57655;Мнямс консервы для собак Террин по-версальски (телятина с ветчиной) 200 г;;;шт.;92,91;6;0,25;4610011700545 ;;
;57622;Мнямс консервы для собак Фегато по-венециански (телячья печень с пряностями) 600 г;;;шт.;173,09;6;0,65;4610011700606 ;;
;57663;Мнямс консервы для собак Фрикасе по-парижски (индейка c пряностями) 200 г;;;шт.;92,91;6;0,25;4610011700552 ;;
      МНЯМС ЛАКОМСТВА;;;;;;;;;;;
         КОШКИ;;;;;;;;;;;
            ДЕЛИКАТЕС;;;;;;;;;;;
;703294;Мнямс Деликатес лакомые палочки 9 см для кошек с говядиной и яблоком 3х4 г;;;шт.;60,12;20;0,018;4610011703294;;
;703072;Мнямс Деликатес лакомые палочки 9 см для кошек с камбалой 3х4 г;;;шт.;60,12;20;0,018;4610011703072;;
;703300;Мнямс Деликатес лакомые палочки 9 см для кошек с курицей и лесными ягодами 3х4 г;;;шт.;60,12;20;0,018;4610011703300;;
;703317;Мнямс Деликатес лакомые палочки 9 см для кошек с лососем и манго 3х4 г;;;шт.;60,12;20;0,018;4610011703317;;
;703065;Мнямс Деликатес лакомые палочки 9 см для кошек с тунцом 3х4 г;;;шт.;60,12;20;0,018;4610011703065;;
;703058;Мнямс Деликатес лакомые палочки 9 см для кошек с форелью 3х4 г;;;шт.;60,12;20;0,018;4610011703058;;
            КОТ ФЕДОР;;;;;;;;;;;
;702525;Мнямс Мясной карнавал для кошек (утка, индейка, курица) 50 г;;;шт.;53,29;10;0,06;4610011702525 ;;
;703881;Мнямс Мясной карнавал Лакомые палочки для кошек (индейка, ягненок) 3х4 г;;;шт.;38,47;20;0,018;4610011703881;;
;702532;Мнямс Пир охотника для кошек (утка, кролик, дичь) 50 г;;;шт.;53,29;10;0,06;4610011702532 ;;
;703904;Мнямс Пир охотника Лакомые палочки для кошек (дичь, гусь) 3х4 г;;;шт.;38,47;20;0,018;4610011703904;;
;702518;Мнямс Рыбный фестиваль для кошек (лосось, креветки, форель) 50 г;;;шт.;53,29;10;0,06;4610011702518 ;;
;703898;Мнямс Рыбный фестиваль Лакомые палочки для кошек (лосось, форель) 3х4 г;;;шт.;38,47;20;0,018;4610011703898;;
            КРЕМ-ЛАКОМСТВА;;;;;;;;;;;
;703799;Мнямс Крем-лакомство для кошек с курицей 15 г;;;шт.;23,39;60;0,017;4610011703799;;
;703836;Мнямс Крем-лакомство для кошек с курицей 15 г х 4 шт.;;;шт.;93,56;48;0,069;4610011703836;;
;703768;Мнямс Крем-лакомство для кошек с тунцом Кацуо 15 г;;;шт.;23,39;60;0,017;4610011703768;;
;703805;Мнямс Крем-лакомство для кошек с тунцом Кацуо 15 г х 4 шт.;;;шт.;93,56;48;0,069;4610011703805;;
;703775;Мнямс Крем-лакомство для кошек с тунцом Кацуо и Магуро 15 г;;;шт.;23,39;60;0,017;4610011703775;;
;703812;Мнямс Крем-лакомство для кошек с тунцом Кацуо и Магуро 15 г х 4 шт.;;;шт.;93,56;48;0,069;4610011703812;;
;703782;Мнямс Крем-лакомство для кошек с тунцом Кацуо и морским гребешком 15 г;;;шт.;23,39;60;0,017;4610011703782;;
;703829;Мнямс Крем-лакомство для кошек с тунцом Кацуо и морским гребешком 15 г х 4 шт.;;;шт.;93,56;48;0,069;4610011703829;;
            ТРАДИЦИОННЫЕ;;;;;;;;;;;
;700231;Мнямс лакомые кусочки для кошек в форме рыбок со вкусом лосося 35 г;;;шт.;100,61;10;0,085;4610011700231 ;;
;700453;Мнямс лакомые кусочки для кошек мясное ассорти, курица, ягненок, утка 35 г;;;шт.;100,61;10;0,085;4610011700453 ;;
;701122;Мнямс лакомые палочки 13,5 см для кошек с говядиной и печенью 10х5 г;;;шт.;156,19;30;0,07;4610011701122 ;;
;0086;Мнямс лакомые палочки 13,5 см для кошек с говядиной и печенью 3х5 г;;;шт.;52,29;35;0,035;4620756220086;;
;701146;Мнямс лакомые палочки 13,5 см для кошек с индейкой и ягненком 10х5 г;;;шт.;156,19;30;0,07;4610011701146 ;;
;0048;Мнямс лакомые палочки 13,5 см для кошек с индейкой и ягненком 3х5 г;;;шт.;52,29;35;0,035;4620756220048;;
;702549;Мнямс лакомые палочки 13,5 см для кошек с лососем и форелью 10х5 г;;;шт.;156,19;30;0,07;4610011702549;;
;0031;Мнямс лакомые палочки 13,5 см для кошек с лососем и форелью 3х5 г;;;шт.;52,29;35;0,035;4620756220031;;
;701139;Мнямс лакомые палочки 13,5 см для кошек с уткой и кроликом 10х5 г;;;шт.;156,19;30;0,07;4610011701139 ;;
;0079;Мнямс лакомые палочки 13,5 см для кошек с уткой и кроликом 3х5 г;;;шт.;52,29;35;0,035;4620756220079;;
;702556;Мнямс лакомые палочки 13,5 см для кошек с цыпленком и печенью 10х5 г;;;шт.;156,19;30;0,07;4610011702556;;
;0062;Мнямс лакомые палочки 13,5 см для кошек с цыпленком и печенью 3х5 г;;;шт.;52,29;35;0,035;4620756220062;;
;702563;Мнямс лакомые палочки 13,5 см для кошек с цыпленком и уткой 10х5 г;;;шт.;156,19;30;0,07;4610011702563;;
;0055;Мнямс лакомые палочки 13,5 см для кошек с цыпленком и уткой 3х5 г;;;шт.;52,29;35;0,035;4620756220055;;
;700071;Мнямс лакомые палочки для котят с индейкой 3x3 г;;;шт.;47,09;24;0,029;4610011700071 ;;
            ФУНКЦИОНАЛЬНЫЕ;;;;;;;;;;;
;700033;"Мнямс хрустящие подушечки для кошек ""Здоровые зубы"" 60 г";;;шт.;70,05;10;0,08;4610011700033;;
;700040;"Мнямс хрустящие подушечки для кошек с говядиной ""Выведение шерсти"" 60 г";;;шт.;70,05;10;0,11;4610011700040;;
;700019;"Мнямс хрустящие подушечки для кошек с курицей и сыром ""Здоровье и активность"" 60 г";;;шт.;70,05;10;0,11;4610011700019;;
;700026;"Мнямс хрустящие подушечки для кошек с лососем ""Здоровье и красота"" 60 г";;;шт.;70,05;10;0,11;4610011700026;;
;700057;"Мнямс хрустящие подушечки для кошек с птицей и говядиной ""Здоровая кожа и шерсть"" 60 г";;;шт.;70,05;10;0,11;4610011700057 ;;
         СОБАКИ;;;;;;;;;;;
            ДЕЛИКАТЕС;;;;;;;;;;;
;704116;Мнямс Деликатес лакомые палочки 13,5 см для собак с зайцем и овощами 3х11 г;;;шт.;107,59;30;0,045;4610011704116;;
;704109;Мнямс Деликатес лакомые палочки 13,5 см для собак с мясом дикого кабана и лесными ягодами 3х11 г;;;шт.;107,59;30;0,045;4610011704109;;
;704093;Мнямс Деликатес лакомые палочки 13,5 см для собак с олениной и яблоком 3х11 г;;;шт.;107,59;30;0,045;4610011704093;;
            НАТУРАЛЬНЫЕ;;;;;;;;;;;
;701818;Мнямс лакомство для собак ассорти кальцинированные косточки с куриным и утиным мясом 340 г;;;шт.;532,83;12;0,44;4610011701818 ;;
;701825;Мнямс лакомство для собак бисквиты с куриным мясом 340 г;;;шт.;548,85;12;0,44;4610011701825 ;;
;701801;Мнямс лакомство для собак кальцинированные косточки с куриным мясом 100 г;;;шт.;162,31;12;0,11;4610011701801 ;;
;701795;Мнямс лакомство для собак кальцинированные косточки с утиным мясом 100 г;;;шт.;162,31;12;0,11;4610011701795 ;;
;701863;Мнямс лакомство для собак косточки с курицей и мятой 100 г;;;шт.;162,31;12;0,11;4610011701863;;
;702600;Мнямс лакомство для собак кроличьи уши с куриным мясом 700 г;;;шт.;1 210,39;6;0,84;4610011702600;;
;703256;Мнямс лакомство для собак кроличьи уши с куриным мясом 80 г;;;шт.;142,42;12;0,09;4610011703256;;
;701856;Мнямс лакомство для собак крученые зубные палочки с фруктами 340 г;;;шт.;401,49;12;0,44;4610011701856;;
;703232;Мнямс лакомство для собак кубики из мяса утки c треской 100 г;;;шт.;136,01;12;0,11;4610011703232;;
;703225;Мнямс лакомство для собак кубики из мяса ягненка с треской 100 г;;;шт.;157,20;12;0,11;4610011703225;;
;701788;Мнямс лакомство для собак куриная соломка с омега-3, омега-6 100 г;;;шт.;180,46;12;0,11;4610011701788 ;;
;701771;Мнямс лакомство для собак куриная соломка с хондроитином 100 г;;;шт.;180,46;12;0,11;4610011701771 ;;
;701740;Мнямс лакомство для собак куриные грудки 100 г;;;шт.;180,46;12;0,11;4610011701740 ;;
;703218;Мнямс лакомство для собак палочки с куриным и утиным мясом 340 г;;;шт.;658,83;12;0,44;4610011703218;;
;701832;Мнямс лакомство для собак сырные косточки в рыбьей коже 100 г;;;шт.;140,95;12;0,11;4610011701832;;
;701757;Мнямс лакомство для собак утиные грудки 100 г;;;шт.;172,98;12;0,11;4610011701757;;
;701764;Мнямс лакомство для собак утиные грудки в банке 800 г;;;шт.;1 297,37;6;0,94;4610011701764;;
            ТРАДИЦИОННЫЕ;;;;;;;;;;;
;700064;Мнямс ассорти для собак мелких пород говядина, ягненок, курица 60 г;;;шт.;136,95;8;0,08;4610011700064;;
